Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
78Gzxi27GuNHTfkn2BylG4,"What Ever Happened?","Room On Fire","The Strokes",2003-10-28,169506,59,11146410335,2025-01-25T13:59:51Z,"garage rock,indie rock,alternatív rock","RCA Records Label",0.547,0.596,11,-6.044,1,0.0339,0.0000802,0.739,0.273,0.584,116.17,4
4bQ7mjty0UVlKRalhizpGT,"Vanished","Crystal Castles","Crystal Castles",2008-03-18,242960,69,11146410335,2025-01-25T13:59:51Z,"witch house,electroclash,new rave,indietronica,alternatív dance","Last Gang",0.713,0.868,0,-6.644,0,0.0305,0.00206,0.0000926,0.225,0.641,119.98,4
0vf2eBw2inhl8y61cYQMv2,"Devil Town","Cavetown","Cavetown",2015-11-09,179955,71,11146410335,2025-01-25T13:59:51Z,"bedroom pop","Oat Milk Industries and Many Hats Endeavors",0.576,0.759,3,-8.165,1,0.0599,0.12,0,0.121,0.501,99.969,4
1LlK2ubpG3rHStn7ZGav3j,"På knivan","På knivan","Sammal",2022-08-26,209907,15,11146410335,2025-01-25T13:59:51Z,"stoner rock,progresszív rock,pszichedelikus rock","Svart Records",0.309,0.807,4,-7.735,0,0.0558,0.00688,0.393,0.102,0.705,116.458,4
1P7n72AsDVcl9dTgTW5LGw,"Hot Motion","Hot Motion","Temples",2019-09-27,348933,24,11146410335,2025-01-25T13:59:51Z,"pszichedelikus rock,pszichedelikus pop","ATO Records",0.45,0.923,2,-5.419,0,0.0883,0.0000725,0.0332,0.265,0.427,140,4
0GO8y8jQk1PkHzS31d699N,"Tongue Tied","Never Trust a Happy Song","GROUPLOVE",2011-09-02,218013,75,11146410335,2025-01-25T13:59:51Z,"indie","Canvasback/ATL",0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,4
7d23MhPFE9eB3U8DPRirnL,"Disparate Youth","Master of My Make-Believe","Santigold",2012-04-16,284400,58,11146410335,2025-01-25T13:59:51Z,"","Atlantic Records UK",0.642,0.931,1,-4.142,1,0.0417,0.0131,0.825,0.215,0.548,152.005,4
5773KSWFzg9kCc8yazjbSt,"Deceptacon","Le Tigre","Le Tigre",1999-10-26,184626,66,11146410335,2025-01-25T13:59:51Z,"electroclash","Mr. Lady Records, Le Tigre Records",0.603,0.864,4,-3.341,0,0.0668,0.055,0.00493,0.0986,0.616,160.488,4
3MXQyrtpSbucjnO7wAiLSI,"Alfonso Muskedunder","It's Album Time","Todd Terje",2014-04-07,204933,35,11146410335,2025-01-25T13:59:51Z,"nu diszkózene","Olsen Records",0.569,0.948,5,-7.536,1,0.0512,0.033,0.925,0.0929,0.876,192.04,1
6QeYSvYqYUsfBzsApbjDHO,"Cigarettes out the Window","Who Really Cares","TV Girl",2016-02-25,198960,84,11146410335,2025-01-25T13:59:51Z,"","TV Girl",0.625,0.659,0,-5.669,1,0.0337,0.12,0,0.17,0.594,113.551,4
68EkhVWIeULhHxcbi1QhzK,"World's Smallest Violin","OK ORCHESTRA","AJR",2021-03-26,180746,65,11146410335,2025-01-25T13:59:51Z,"","Black Butter",0.68,0.697,5,-7.01,1,0.0484,0.121,0,0.661,0.684,116.033,4
2FwDApgXk91kXvqy2oB7dz,"Simulation Swarm","Dragon New Warm Mountain I Believe In You","Big Thief",2022-02-11,252733,67,11146410335,2025-01-25T13:59:51Z,"","4AD",0.703,0.578,1,-9.103,1,0.0728,0.446,0.0024,0.102,0.67,105.204,4
2qpacEyFxmbxCpIEqZkqvC,"You Are the Right One","Naked All the Time","Sports",2015-07-24,172506,74,11146410335,2025-01-25T13:59:51Z,"","Sports",0.659,0.594,4,-8.494,0,0.0261,0.162,0.846,0.632,0.851,100.033,4
2cJaEaSKHHeK8YsmpTBcyc,"You Can't Do it Right","10 Years of Full Pupp","Randaberg Ego Ensemble",2014-06-02,360118,5,11146410335,2025-01-25T13:59:51Z,"nu diszkózene","Full Pupp",0.816,0.605,5,-8.783,0,0.0495,0.0705,0.0000306,0.424,0.895,118.982,4
0Rqwa6i410IwhTiugt6vXi,"Islands","xx","The xx",2009-08-16,160720,61,11146410335,2025-01-25T13:59:51Z,"indietronica","Young",0.871,0.472,4,-11.077,1,0.0756,0.74,0.269,0.145,0.707,124.04,4
1NHd4UVxT5d5EGYzlDq17T,"Inspector Norse","It's the Arps","Todd Terje",2012-01-09,400751,50,11146410335,2025-01-25T13:59:51Z,"nu diszkózene","Olsen Records",0.912,0.782,7,-7.018,0,0.0445,0.0741,0.763,0.348,0.89,119.979,4
1SvIUtl5QuOTJhKNVikt6m,"L.E.S Artistes","Santigold","Santigold",2008-05-12,206933,51,11146410335,2025-01-25T13:59:51Z,"","Lizard King Records",0.862,0.797,4,-2.006,1,0.0339,0.0339,0.00000403,0.0841,0.775,117.993,4
3NRql0A1Ef4RCvT473iqgD,"Hell N Back","Hell N Back","Bakar",2019-08-15,213573,71,11146410335,2025-01-25T13:59:51Z,"","Black Butter",0.633,0.684,10,-4.314,0,0.591,0.314,0.0000895,0.112,0.725,209.688,4
495mN5GUm87rXTw7HYdsYn,"Come As You Are","Never Mind Nirvana","The Dillingers",2016-12-07,232653,23,11146410335,2025-01-25T13:59:51Z,"","TIC",0.505,0.614,4,-11.582,0,0.0291,0.00176,0.0071,0.125,0.65,114.658,4
6cmt9CRoK0KGcNg9Tpje53,"Riot!","Some Rap Songs","Earl Sweatshirt",2018-11-30,66133,58,11146410335,2025-01-25T13:59:51Z,"experimentális hiphop,alternatív hiphop","Tan Cressida/Columbia",0.489,0.624,4,-1.916,0,0.0344,0.834,0.347,0.325,0.574,167.108,4
1ujxjsoNvh4XgS2fUNwkZ2,"Space Song","Depression Cherry","Beach House",2015-08-28,320466,72,11146410335,2025-01-25T13:59:51Z,"dream pop","Apple Orchard Music",0.509,0.793,0,-7.107,0,0.0293,0.221,0.127,0.144,0.625,147.065,4
37mfTcSlX60JtAvAETytGs,"Choke","Choke","I DONT KNOW HOW BUT THEY FOUND ME",2018-08-24,195717,65,11146410335,2025-01-25T13:59:51Z,"","Fearless Records",0.516,0.85,4,-3.909,0,0.0706,0.00139,0,0.296,0.583,120.324,4
2kS6td1yvmpNgZTt1q5pQq,"Hayloft","O My Heart","Mother Mother",2008-09-23,181680,18,11146410335,2025-01-25T13:59:51Z,"","Last Gang",0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,4
3znapZvsInnCVsDERDUaM5,"Some Girls Are Bigger Than Others - 2011 Remaster","The Queen Is Dead","The Smiths",1986-06-16,197800,58,11146410335,2025-01-25T13:59:51Z,"új hullám,madchester,jangle pop","WM UK",0.525,0.927,1,-9.561,0,0.0547,0.0025,0.000799,0.216,0.308,161.798,4
2tsdH9kw8eov5ULYnq4zYd,"I Need Answers","I Need Answers","Asta",2013-03-13,208627,28,11146410335,2025-01-25T13:59:51Z,"","Asta",0.638,0.705,6,-5.963,1,0.0376,0.111,0.00000479,0.0825,0.346,121.906,4
0xtIp0lgccN85GfGOekS5L,"Yes I'm Changing","Currents","Tame Impala",2015-07-17,270680,68,11146410335,2025-01-25T13:59:51Z,"indie,pszichedelikus pop","Universal Music Australia Pty. Ltd.",0.373,0.609,0,-7,1,0.0316,0.108,0.000427,0.0755,0.354,179.955,4
2LD2gT7gwAurzdQDQtILds,"Veridis Quo","Discovery","Daft Punk",2001-03-12,345186,71,11146410335,2025-01-25T13:59:51Z,"francia house,elektronikus","Daft Life Ltd./ADA France",0.605,0.687,9,-13.928,0,0.045,0.479,0.949,0.104,0.12,106.896,4
4Sd5tbNP4q8wS64abqwfkN,"Thinking of a Place","A Deeper Understanding","The War On Drugs",2017-08-25,670666,55,11146410335,2025-01-25T13:59:51Z,"indie rock","Atlantic Records",0.481,0.632,11,-7.117,1,0.0333,0.385,0.0817,0.116,0.156,103.323,4
2nPrLkzfe6AIJnmOUTg4wh,"You're Not with Me","Intermission","No Vacation",2017-11-17,226560,52,11146410335,2025-01-25T13:59:51Z,"bedroom pop,dream pop","Topshelf Records",0.496,0.648,6,-8.207,1,0.0306,0.404,0.154,0.32,0.126,119.872,4
0oxYB9GoOIDrdzniNdKC44,"When the Sun Hits","Souvlaki","Slowdive",1993,285906,71,11146410335,2025-01-25T13:59:51Z,"shoegaze,dream pop,slowcore","Creation Records",0.33,0.532,2,-11.764,1,0.0263,0.00101,0.709,0.101,0.218,93.512,4
1WTlony1MLK4u5OaG8uTLg,"Apocalypse","Apocalypse","Cigarettes After Sex",2017-03-21,290146,60,11146410335,2025-01-25T13:59:51Z,"dream pop","Partisan Records",0.37,0.462,5,-9.026,1,0.0274,0.0201,0.429,0.109,0.18,94.472,4
10nyNJ6zNy2YVYLrcwLccB,"No Surprises","OK Computer","Radiohead",1997-05-28,229120,81,11146410335,2025-01-25T13:59:51Z,"art rock,alternatív rock","XL Recordings",0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4
2IqjKEBiz0CdLKdkXhxw84,"Retrograde","Overgrown","James Blake",2013-04-08,223600,60,11146410335,2025-01-25T13:59:51Z,"","Polydor Records",0.533,0.251,7,-11.283,0,0.0372,0.873,0.104,0.134,0.186,77.503,4
15z5xDY6UAjEiWoMXhTK3Q,"Death of the Phone Call","Huli Ka","Whatever, Dad",2017-07-26,95000,61,11146410335,2025-01-25T13:59:51Z,"","Lauren Records",0.355,0.0817,9,-17.462,1,0.0443,0.982,0.0017,0.102,0.108,148.672,4
2MYidPOz5NHAtKUySTzbwx,"Paul","Masterpiece","Big Thief",2016-05-27,183894,55,11146410335,2025-01-25T13:59:51Z,"","4AD",0.477,0.264,11,-11.536,1,0.0399,0.215,0.000321,0.108,0.171,123.458,4
2rtGaCAeYtmcIvuZsvgTf6,"How to Disappear Completely","Kid A","Radiohead",2000-10-02,356333,68,11146410335,2025-01-25T13:59:51Z,"art rock,alternatív rock","XL Recordings",0.167,0.302,6,-11.644,0,0.0345,0.316,0.797,0.11,0.19,102.026,4
3oBNQdDbNrs8wQbcZ3BXwP,"Velvet Ring - 2023 Remaster","Masterpiece (2023 Remaster)","Big Thief",2016,155938,74,11146410335,2025-01-25T13:59:51Z,"","4AD",0.318,0.401,0,-11.944,1,0.0337,0.436,0.00564,0.151,0.277,138.528,4
3L0obGqaQivlVHDAg0NjNy,"Like You Used To","Stronger","Kidnap",2014-01-01,231508,27,11146410335,2025-01-25T13:59:51Z,"dallamos house","Polydor Records",0.696,0.467,5,-10.507,0,0.0285,0.114,0.493,0.0805,0.198,120.013,4
78nDKFr6pHANi6eA5kg49o,"Wolfie","Wolfie / Funeral","Golden Features,Julia Stone",2016-11-29,203636,35,11146410335,2025-01-25T13:59:51Z,"","Foreign Family Collective",0.583,0.581,9,-7.288,0,0.0735,0.0624,0.000231,0.0751,0.202,120.023,4
6ZjixnUBQm2O4RzEJMmhdb,"Reaper","Intermission","No Vacation",2017-11-17,162480,54,11146410335,2025-01-25T13:59:51Z,"bedroom pop,dream pop","Topshelf Records",0.488,0.613,9,-7.837,1,0.0272,0.506,0.683,0.11,0.248,124.456,4
2K7xn816oNHJZ0aVqdQsha,"Softcore","Hard To Imagine The Neighbourhood Ever Changing","The Neighbourhood",2018-11-02,206280,84,11146410335,2025-01-25T13:59:51Z,"","Columbia",0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4
19kHhX6f6EfLU7rcO3RqjO,"Back On 74","Volcano","Jungle",2023-08-11,209482,78,11146410335,2025-01-25T13:59:51Z,"","Caiola Records",0.62,0.761,10,-7.282,0,0.175,0.207,0.000147,0.269,0.194,146.003,4
6IM45SqAURH6PrvziDs1RQ,"Why Won't They Talk To Me?","Lonerism","Tame Impala",2012-01-01,286093,54,11146410335,2025-01-25T13:59:51Z,"indie,pszichedelikus pop","Modular",0.516,0.871,7,-5.21,1,0.0503,0.553,0.0282,0.0841,0.17,129.946,4
1XrSjpNe49IiygZfzb74pk,"What Once Was","Songs of Her's","Her's",2017-05-12,255067,72,11146410335,2025-01-25T13:59:51Z,"indie","Heist Or Hit Records",0.526,0.877,3,-4.369,0,0.033,0.172,0.0108,0.223,0.436,145.568,3
6dBUzqjtbnIa1TwYbyw5CM,"Lovers Rock","French Exit","TV Girl",2014-06-05,213920,85,11146410335,2025-01-25T13:59:51Z,"","TV Girl",0.559,0.871,5,-5.338,0,0.0397,0.00000753,0.00545,0.096,0.572,104.97,4
3jjsRKEsF42ccXf8kWR3nu,"Washing Machine Heart","Be the Cowboy","Mitski",2018-08-17,128198,81,11146410335,2025-01-25T13:59:51Z,"","Dead Oceans",0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,4
0HBrtXJohbIW4IhPZ50GmH,"The Bidding","Marvin's Marvelous Mechanical Museum","Tally Hall",2005-10-24,160613,67,11146410335,2025-01-25T13:59:51Z,"","Tally Hall",0.538,0.607,9,-5.261,0,0.216,0.248,0.00000554,0.0999,0.515,175.424,4
5BBK1WoaiD3b3sJ2UysLuM,"Witches","Witches","Alice Phoebe Lou",2020-03-13,195078,63,11146410335,2025-01-25T13:59:51Z,"","Alice Phoebe Lou",0.576,0.719,8,-5.749,1,0.0584,0.0296,0.00000495,0.169,0.73,73.122,4
4H0PVPGkNeb72vV3qU31nI,"Closing Shot","Closing Shot","Lindstrøm",2016-06-03,503648,28,11146410335,2025-01-25T13:59:51Z,"nu diszkózene,elektronikus","Feedelity Recordings",0.777,0.917,5,-7.799,0,0.0524,0.00218,0.888,0.451,0.877,123.002,4
7CH99b2i1TXS5P8UUyWtnM,"Them Changes","Drunk","Thundercat",2017-02-24,188453,68,11146410335,2025-01-25T13:59:51Z,"","Brainfeeder",0.657,0.562,8,-8.6,1,0.0601,0.54,0.00143,0.101,0.704,81.657,4
4o4lNCu3RYVl7B9BB3YEzF,"Boney M Down","Lindstrom & Prins Thomas","Lindstrøm,Prins Thomas",2005-10-14,229386,36,11146410335,2025-01-25T13:59:51Z,"nu diszkózene,elektronikus,space rock","Eskimo Recordings",0.76,0.641,0,-9.54,0,0.0374,0.0772,0.897,0.139,0.876,100.978,4
32fmQsWSAaDas2MJRyMSGG,"The Ghost Inside","Broken Bells","Broken Bells",2010-03-01,198040,55,11146410335,2025-01-25T13:59:51Z,"indietronica","Columbia",0.869,0.7,2,-4.966,1,0.0419,0.0571,0.414,0.0691,0.983,103.983,4
3qhlB30KknSejmIvZZLjOD,"End of Beginning","DECIDE","Djo",2022-09-16,159245,88,11146410335,2025-01-25T13:59:51Z,"pszichedelikus pop","Djo",0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
3UBItNVbFQiVC5hBQlBvnr,"Your Woman","Women in Technology","White Town",1997-02-24,259893,68,11146410335,2025-01-25T13:59:51Z,"","Echo",0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.642,4
0GegHVxeozw3rdjte45Bfx,"White Winter Hymnal","Fleet Foxes","Fleet Foxes",2008-06-03,147026,69,11146410335,2025-01-25T13:59:51Z,"indie folk,folk,kamarapop,indie","Sub Pop Records",0.628,0.5,6,-9.66,0,0.0268,0.44,0,0.244,0.68,124.932,4
7fax7NlxOq2X9kMZw8QLE2,"Tailwhip","Tailwhip","Men I Trust",2017-08-18,225263,55,11146410335,2025-01-25T13:59:51Z,"bedroom pop,indie pop","Men I Trust",0.8,0.655,9,-8.877,0,0.0416,0.415,0.0074,0.0961,0.598,114.004,4
2vlkTkPqdATznKHu9gD2c1,"Her","Her","The American Dawn",2024-07-26,214086,71,11146410335,2025-01-25T13:59:51Z,"","DAWN RECORDS",0.66,0.603,3,-7.7,0,0.025,0.00566,0.0144,0.0751,0.527,102.99,4
1FvDJ9KGxcqwv1utyPL3JZ,"This Charming Man - 2011 Remaster","The Smiths","The Smiths",1984-02-20,162920,75,11146410335,2025-01-25T13:59:51Z,"új hullám,madchester,jangle pop","WM UK",0.611,0.846,11,-5.9,1,0.0436,0.00509,0,0.0784,0.751,103.912,4
2a2MbiJN2skOxohykOVcss,"Solitude Is Bliss","InnerSpeaker","Tame Impala",2010-05-21,235866,55,11146410335,2025-01-25T13:59:51Z,"indie,pszichedelikus pop","Universal Music Australia Pty. Ltd.",0.588,0.849,4,-5.027,0,0.0596,0.00811,0.000161,0.131,0.629,104.012,4
21iSFtrC2VHP3PfImVTglV,"Everybody Wants to Love You","Psychopomp","Japanese Breakfast",2016-04-01,132631,45,11146410335,2025-01-25T13:59:51Z,"","Dead Oceans",0.485,0.877,7,-3.263,1,0.0348,0.406,0.156,0.284,0.682,129.898,4
28qkNp9shSV8AQrBwxZf48,"Dance with Somebody - Radio Version","Dance with Somebody","Mando Diao",2009-01-01,241000,61,11146410335,2025-01-25T13:59:51Z,"visor","Playground Music",0.55,0.903,1,-4.027,0,0.0928,0.00183,0,0.359,0.506,150.142,4
41JuXOUMN95aHzs1d7wdLl,"Storm In A Teacup","Renaissance","BOP,Subwave,Isaac Howlett",2022-11-11,268052,28,11146410335,2025-01-25T13:59:51Z,"liquid funk,drum and bass,dub techno,breakbeat,synthwave,EBM,szintipop","Hospital Records",0.645,0.886,7,-6.688,1,0.0682,0.00318,0.00738,0.14,0.397,159.978,4
6Uo4bbukTZ0Yi31mniKfXR,"LIFE'S A BIT","STUFF FROM MY BRAIN","NOAHFINNCE",2021-09-10,150733,46,11146410335,2025-01-25T13:59:51Z,"","Hopeless Records",0.583,0.932,5,-4.182,1,0.0919,0.00237,0.00000613,0.684,0.661,119.88,4
2mWfVxEo4xZYDaz0v7hYrN,"Juna","Charm","Clairo",2024-07-12,195109,79,11146410335,2025-01-25T13:59:51Z,"bedroom pop","Clairo",0.606,0.714,3,-6.244,1,0.0339,0.238,0.098,0.106,0.448,141.512,4
3Q6VfeIZ1bTjWiNe2Or4LQ,"Spud Infinity","Dragon New Warm Mountain I Believe In You","Big Thief",2022-02-11,334802,45,11146410335,2025-01-25T13:59:51Z,"","4AD",0.562,0.633,10,-6.228,1,0.0331,0.157,0.000419,0.16,0.562,132.122,4
5qJqzpNdEbt92roedFwoDR,"Left Hand Free","This Is All Yours","alt-J",2014-09-22,173630,70,11146410335,2025-01-25T13:59:51Z,"indie,indie rock","Infectious Music",0.697,0.874,3,-4.473,1,0.0496,0.449,0.0144,0.0825,0.81,101.987,4
32PKkiwexuMNEDqfH1p3IH,"You Ain't No Celebrity","Volcano","Jungle,Roots Manuva",2023-08-11,153508,50,11146410335,2025-01-25T13:59:51Z,"trip hop","Caiola Records",0.81,0.551,2,-7.312,1,0.0677,0.0724,0.000405,0.35,0.463,104.045,4
4m0dj1HxXzFlnIqPkomXQB,"Found Me","Oncle Jazz","Men I Trust",2019-09-13,211961,48,11146410335,2025-01-25T13:59:51Z,"bedroom pop,indie pop","Independent",0.682,0.604,1,-12.955,1,0.0463,0.566,0.907,0.135,0.796,109.014,4
3PphHkiVdhRaO1EWH6ZWqZ,"Yards / Gardens","Look at it in the Light","Kate Bollinger",2022-04-22,141743,56,11146410335,2025-01-25T13:59:51Z,"","Ghostly International",0.8,0.544,10,-7.52,1,0.032,0.268,0.617,0.11,0.745,107.984,4
2kSGp5ZmO7u1Ine84Rx0w1,"Champagne Coast","Champagne Coast","Blood Orange",2011-11-07,292373,54,11146410335,2025-01-25T13:59:51Z,"art pop","Domino Recording Co",0.813,0.406,9,-12.626,1,0.0662,0.0203,0.392,0.0757,0.755,122.658,4
3xnM0WCRJKk4Iz49rkG5OC,"I Hope to Be Around","I Hope to Be Around","Men I Trust",2017-11-10,205554,61,11146410335,2025-01-25T13:59:51Z,"bedroom pop,indie pop","Men I Trust",0.821,0.384,11,-9.353,1,0.0388,0.78,0.00138,0.11,0.79,87.978,4
